cleaned_type,capacity_MW,address,year,company,owner
solar,25.0,"전남  해남군  현산면  구시리  산225-12번지  일원(구시리  산 225-12,  356-3,  356-4,  356-6, 356-7,  356-8,  704-1,  704-5, 고현리  산  40-1)",2018,이촌태양광발전,이인규
wind,30.0,"강원도  정선군  정선읍  북실리 산50,  산55,  산56,  산28번지  일원",2018,코포스,최규석
wind,21.0,"전남  순천시  승주읍  월계리  산51,  산56번지",2018,에스씨에너지,서진영
wind,4.2,전남  순천시  서면  비월리  산127-1임,2018,에이치원에너지,이혜정
wind,32.0,전남  신안군  하의면  후광3리(장병도)  산50번지  일원,2018,제이에스파워,김승경
wind,16.8,강원도  평창군  봉평면  진조리 산80-9번지,2018,대관령풍력 ,정해주 
gas,11.4,"대전시  유성구  원신흥동 524-4,  100  외(LH  대전에너지사업단  내)",2018,서브원,이규홍
gas,19.8,인천시  서구  금곡동  457  일원,2018,아이에코에너지,임희재
gas,80.0,"충북  진천군  덕산면  용몽리 282,  합목리  321번지",2018,제주에너지개발,김형남
bioenergy,35.0,울산시  울주군  온산읍  우봉길 3-36,2018,무림P&P,김석만
wind,12.3,전남  영광군  백수읍  하사리 3038번지(백수로3길  132-1)외 공유수면  일원,2018,전남테크노파크,김병일
wind,60.0,"전남  영암군  서호면  금강리  일원(산90,  산99,  905,  933,  972, 999,  1031,  1067,    1114,  1147, 745-1,  951,  982,  1024,  1051, 1108,  태백리  804,  820,  835, 566-1)",2018,태금풍력,윤선우
wind,45.0,"전남  순천시  월등면  계월리  산 149-2,  산3-2,  산150-2",2018,대율풍력 ,장동진 
solar,50.0,충북  충주시  앙성면  중전리  산35외  190필지,2018,한으뜸태양광,유수현
solar,20.0,전북  진안군  정천면  모정리 471-11번지  일원,2018,한국수자원공사,이학수
solar,5.0,경기  과천시  막계동  338외  71필지,2018,시민햇빛발전소,허기무
solar,5.0,경기  과천시  막계동  258외  70필지,2018,시민햇빛발전소,허기무
wind,50.4,전남  영광군  염산면  두우리 1105번지  일원,2018,기림에너지,민동성
solar,91.0,전남  신안군  임자면  대기리 32-11외  32필지,2018,해솔라에너지,추정례
wind,18.0,강원도  태백시  창죽동  9-183 등  24필지(매봉산  일원),2018,한국중부발전,한국중부발전사장
wind,16.0,"강원도  양구군  남면  원리  산2-1,  산1-1,  산110,  도촌리  산1번지  일원",2018,산해그린에너지,이희승
wind,60.0,"전남도  순천시  승주읍  두월리 산221,  산222,  산229",2018,신두풍력 ,김명주 
gas,19.8,서울시  강동구  아리수로  131,2018,서울  암사연료전지  발전사업,조기행
solar,330.0,충남태안군안면읍중장리57-20외198필지,2018,쏠팩,이재호
solar,9.8,충남  당진시  석문면  교로3리 1026외  203필지,2018,당진에코파워,정진철
wind,30.4,강원도  영월군  상동읍  덕구리 산10-14일원,2018,동성,"김장수, 김흥식"
wind,6.9,충북  제천시  백운면  운학리  산285-1번지,2018,대관령풍력,정해주
wind,14.4,전남  무안군  해제면  대사리  산3번지  일원,2018,대사리풍력,정의헌
wind,46.0,"경북  영덕군  강구면  상직리  산 73,  산74,  산97,  산99,  산101, 산110,  산111,  산114-1,    산145-1,  산143,  산145-2",2018,대한그린에너 지,박근식 
wind,60.0,"전남  곡성군  죽곡면  신풍리  산5,  산1-1,  산1-3,  산69,  산21, 산22,  산23  봉정리  산152,    산153-1,  산166,  산185,  산186, 산189,  산195",2018,천지에너지,백정수
wind,18.0,경북  영덕군  지품면  옥류리  산144번지(사유지),2018,영덕지품,김두리
gas,39.6,경기도  남양주시  다산동  5583 일원,2018,LG  CNS,김영섭
wind,4.6,경북  포항시  남구  호미곶면  구만리  산38,2018,가덕풍력,이상준
solar,5.0,"전북  군산시  자유무역3길  19(오식도동  502-1),  KHE  공장 건물지붕  위",2018,새만금솔라에너지,문용주
solar,70.0,강원도  홍천군  북방면  북방리 산53-21  외  58필지,2018,북방태양광발전소,하영복
solar,4.2,경기도  화성시  송산면  칠곡리 17-24  외  15필지,2018,KC솔팜1호,나건현
wind,60.0,강원도  영월군  상동읍  천평리 산26-4번지,2018,더윈에너지,조용기
others,8.0,"인천시  중구  북성동1가  6-39, 6-145",2018,선창산업,김영환
others,19.8,경남  양산시  동면  석산리 640-28  외  남양산톨게이트  內,2018,경동도시가스,나윤호
others,9.6,인천시  서구  백범로  934번길 23,2018,호랑에너지,오대환
wind,42.0,"전남  영암군  영암읍  학송리  산16,  농덕리  산46,  한대리  산45, 산53,  산55-15,  산55-3",2018,SM영암파워,이흥섭
wind,99.0,경북  영덕군  남정면  양성리  산45-1번지  일원,2018,신영덕풍력발전,장금옥
wind,58.8,경북  영덕군  남정면  원척리  산 16-1번지  일원,2018,영덕주민바람,박병진
wind,12.6,전남  순천시  삼거동  산209,2018,에스씨에너지,서진영
wind,99.0,강원도  삼척시  가곡면  풍곡리 산128-63번지,2018,히든파워 에너지,이동건
wind,19.8,전남  순천시  낙안면  창녕리  산113번지  외  10필지,2018,서순천풍 력발전,박범진
gas,150.0,제주시  서귀포  안덕면  화순해안로  106,2018,한국남부발전,사장
others,11.5,울산광역시  남구  여천로  228,2018,울산이앤피,주승환
others,9.9,대구광역시  달성군  다사읍  다사로 799(대구그린에너지센터 內),2018,지에스건설,임병용
gas,30.0,경남  양산시  물금읍  범어리 2762-6(부산대학교  양산캠퍼스 내),2018,LG  CNS,김영섭
others,9.6,인천시  서구  백범로  934번길 23,2018,호랑에너지,오대환
others,20.0,충북  영동군  용산면  한곡리  영동산업단지  BL  13-1,2018,다온에프씨,신성용
others,5.3,전북  군산시  외항6길  67  서안주정  유휴부지내,2018,서안연료전지,김낙서
solar,5.6,"충남  서산시  대산읍  대죽2로 15, 8동(석고보드3호기  지붕 위)",2018,케이씨씨,"정몽진, 정몽익"
solar,25.0,"전남  해남군  현산면  구시리  산 183-7,  183-16번지",2018,이촌태양 광발전,이인규
wind,7.5,경북  포항시  남구  오천읍  진전리  산88-1번지,2018,동국에스앤씨,양승주
solar,4.0,인천시  강화군  길상면  장흥리 146  일원,2018,한국농어촌공사,최규성
solar,4.0,인천시  강화군  송해면  숭뢰리 68  일원,2018,한국농어촌공사,최규성
solar,8.0,충남  천안시  동남구  목천읍  서 흥리  418  일원,2018,한국농어촌공 사,최규성 
wind,136.0,울산시북구정자항앞공유수면,2018,에스케이건설,조기행
others,100.0,충북  보은군  삼승면  우진리  보은산업단지  16-1  BL,2018,보은그린에너지,김형남
gas,10.0,강원도  강릉시  사천면  산대월리  540번지,2018,제이에스이엔디,한소진
gas,20.0,강원도  강릉시  사천면  산대월리  540-2번지,2018,제이에스이엔디,한소진
bioenergy,24.9,충남  서산시  대산읍  대죽리 753-13  내,2018,서해열병합발전,이준상
wind,84.0,강원도  강릉시  왕산면  대기리 산3번지  일원,2018,동국S&C,양승주
wind,49.8,전남영광군염산면두우리공유수면일원,2018,대한그린에너지 ,박근식 
wind,151.2,"전남영광군낙월면송이리,염산면두우리공유수면일원",2018,씨더블유엔알이,이점영
solar,40.0,경북  의성군  의성읍  철파리  산58-1일원(21필지),2018,청암에너지,장진출
solar,34.0,전남  여수시  율촌면  신풍리 13-56외  전면  애양원  공유수 면,2018,지에스건설 ,임병용 
solar,10.0,인천시  강화군  교동면  고구리 73  일원,2018,한국농어촌공사,최규성
solar,17.0,인천시  강화군  교동면  난정리 306일원,2018,한국농어촌공사,최규성
wind,36.0,경남  거제시  남부면  저구리  산128-1번지  일원,2018,저구풍력발전,하태봉
wind,99.0,"전북  군산시  옥도면  관리도, 방축도,  횡경도일원",2018,군산에코이엔지,문택주
solar,100.0,전남  신안군  증도면  대초리 1671번지  외  32필지,2018,신안증도태양광,손일선
gas,14.4,전북  완주군  봉동읍  장구리 578-6(테크노밸리산업단지내),2018,테크노그린,안효중
others,7.3,경기도  이천시  호법면  중부대로  798번길  128,2018,이천뉴파워,권혁영
others,9.5,서울시  노원구  덕릉로  70길 99,2018,노원뉴파워,황금연
coal,5.5,대전시  대덕구  문평동로48번길  125,2018,동양환경,이근규
others,5.5,경기도  양주시  남면  삼일로485번길  67-22,2018,동양그린에너지,금미숙
wind,93.2,"전남  화순군  동복면  유천리  산22,  신율리  산5,  가수리  산102번지  일원",2018,동복에너지,이오숙
gas,20.0,경남  함안군  군북면  여명로 310,2018,비에이치아이,우종인
gas,7.8,경기도  안성시  금광면  신양복리  434,2018,성월에너지,전찬범
solar,6.6,"충남  아산시  탕정면  명암리 1305,  1330,  1331(코닝  정밀소재공장  1,2단지  지붕위  및  주차장)",2018,아산신재생복합발전,류준우
gas,40.0,전북  군산시  군산산단로  160,2018,국제해양에너지,이홍열
wind,148.5,전남완도군완도읍망석리해상일원,2018,완도해상풍력,강종식
wind,200.0,전남  완도군  금일읍  사동리 845임  지선  남쪽    해상,2018,한국남동발전,한국남동발전(주)사장
others,7.0,경기도  수원시  영통구  영통로 383,2018,수원뉴파워,서정열
solar,19.9,전남  영암군  서호면  엄길리 1345,2018,해도리태양광발전소,박영실
others,5.5,전북  정읍시  하북동  857-3(정읍제2산단),2018,명일환경,염범태
wind,40.0,"강원도  평창군  대관령면  횡계리  산1-137,  산1-140,  산302번지",2018,평창에코파워,이기경
wind,90.0,강원도  양구군  해안면  현리  산1번지  일원,2019,평화에너지,변주섭
wind,39.0,경북  영천시  임고면  수성리  산11-1번지  일원,2019,지케이윈드,김경수
solar,60.0,"전남  고흥군  두원면  학곡리 1618번지  일원(720,000㎡)",2019,한국남동발전,사장
solar,80.0,"충남  서산시  대산읍  화곡리 1843,  운산리  2423,  2615번지 일원",2019,한국동서발전,박일준
solar,40.0,"경북  군위군  군위읍  대흥1길 48-148외  27필지(731,564㎡)",2019,지앤이파트너스,이상득
solar,90.0,전남  신안군  안좌면  내호리  및 구대리  일원(총  201필지),2019,안좌스마트팜앤쏠라시티,김창휘
solar,17.0,충남  태안군  안면읍  창기리 209-335번지  일원,2019,한국서부발전,김병숙
solar,22.0,충남  태안군  안면읍  중장리 2080-1번지  일원,2019,한국서부발전,김병숙
wind,354.5,"전남  영광군  낙월면  안마도,  송이도  일원  공유수면",2019,명운산업개발 ,김강학 
wind,40.0,"강원도  정선군  화암면  백전리 81-2,  산457,  산465,  산486,  산487,  산493,  산511",2019,그린에너지발전,이상득
solar,20.0,"충남  서산시  대산읍  운산리  2423,  2615번지  일원",2019,한국농어촌공사,김인식
solar,20.0,전남  고흥군  두원면  학곡리  1618번지  일원,2019,한국농어촌공사,김인식
solar,20.0,제주도  서귀포시  표선면 가시리  산  136외  15필지,2019,서귀포사랑,탁민
solar,20.0,제주도  서귀포시  표선면 가시리  산  136외  11필지,2019,아시아그린에너지,최정욱
solar,20.0,제주도  서귀포시  표선면 가시리  산  133외  24필지,2019,가시리사랑,민경탁
solar,20.0,제주도  서귀포시  표선면 가시리  산  133외  9필지,2019,표선발전태양광,최윤이
wind,352.0,경남통영시욕지면동항리및서 항 리 외 항 3 k m 앞 해 상,2019,욕지풍력 ,이광열 
gas,19.8,경기도  화성시  남양읍  북양리  산51번지,2019,삼천리,유재권
others,19.8,전남  여수시  산단중앙로 275(여수국가산단  內),2019,대림에너지,김상우
bioenergy,29.9,경북  영주시  장수면  갈산리  1067  외(갈산일반산업단지  內),2019,대림에너지,김상우
solar,22.0,전남  신안군  안좌면  자라리  816번지외  11필지,2019,빛솔라에너지,정경원
gas,15.0,강원도  동해시  구호동  230번지(북평국가산업단지  內),2019,한국동서발전,박일준
solar,400.0,전남  해남군  문내면  용암리  1308외  190필지,2019,한국남동발전,사장
solar,90.0,전북  군산시  오식도동  앞 공유수면  매립지(1구역),2019,새만금개발공사,강팔문
solar,90.0,전북  군산시  오식도동  앞 공유수면  매립지(2구역),2019,새만금개발공사,강팔문
solar,90.0,전북  군산시  오식도동  앞 공유수면  매립지(3구역),2019,새만금개발공사,강팔문
solar,72.0,"전남  무안군  현경면  동산리 1141, 1142, 1143, 1144,  1145,  1146,  1146-1,   1147",2019,무안솔라파크,백종관
solar,8.0,"전남  무안군  현경면  동산리  1146,  1146-1,  1147",2019,유당솔라,최용훈
wind,218.4,전남  영광군  낙월면  안마군도  서측 4km앞  해상,2019,안마해상풍력,하경호
solar,18.1,제주도 서귀포시 남원읍 위미리  2360  외  15필지,2019,에스케이디앤 디,함스테 판윤성
solar,3.6,"세종특별시  전의면  운주길 14,  한라홀딩스,  세종물류센터  지붕위",2019,디엠솔라,정두운
wind,396.8,전남 신안군 도초면 우이도리 남동측 해상,2019,한화건설 ,최광호 
wind,16.0,전 남 신 안 군 지 도 읍 어 의 리,2019,신안어의풍력발전,이원옥
solar,90.0,전남  영광군  묘량면  월암리  726-1  일원,2019,케이이앤,윤석호
solar,41.9,전남  신안군  상태동리  산 151-8번지  일원,2019,퍼시피코에너지코리아,조동욱
gas,60.7,충남  서산시  대산읍  대죽리  775-1  일원,2019,대산연료전지,진경수
gas,19.8,충북  청주시  흥덕구  산단로  149(SK케미칼  청주공장 내),2019,에스케이디앤디,함  스테판  윤성
gas,19.8,경기도  연천군  청산면  궁평리  612-2번지,2019,연천전곡그린에너지,이성경
gas,19.8,충북  보은군  삼승면  우진리  보은   일반산업단지내(17-1블록),2019,보은꿈나무그린에너지,이한일
gas,40.2,전북 군산시 가도안2길 연료전지( 23(오식도동),2019,연료전지에너 지,이성기 
gas,99.9,울산시  울주군  온산읍  원산리  919-10,2019,에프알피에너지,최민식
gas,9.7,부산시 강서구 명지동 607-641(명지  집단에너지부지내),2019,부산도시가스,김영광
gas,6.2,대전시  유성구  복용동  산22-55,2019,한국서부발전,김병숙
gas,39.9,충북  제천시  왕암동  1413번지(제2산단부지내),2019,제천그린에너지,한경환
gas,40.0,전북  군산시  산단남북로 70번지(국가산업단지),2019,무주에코랜드,손성배
gas,9.8,부산시 강서구 송정동 1662-9,2019,위니스트,조경애
solar,60.0,"강원도  정선군  임계면  임계리  산526,  산542,  산542-1,  산586-1,  산586-5번지",2019,비디아이,안승만
wind,40.0,"강원도  춘천시  동면  평촌리  산37-1,  신이리  산98-1, 품안리  산53-1",2019,지앤이파워,이상득
wind,30.4,"강원도  삼척시  하장면  어리  산120,  산119,  산142, 산138,  산137,  대전리  산34,  판문리   산120,  산147-2,  산158  일원",2019,동성,"김장수,김흥식"
solar,3.8,경북  김천시  어모면  산업단지로39(김천공장 북측 지붕),2019,케이씨씨,"정몽진, 정몽익"
solar,15.0,"부산시  강서구  르노삼성대로 61,  르노삼성자동차주 식회사  공장부지내  주차장 및  건물지붕",2019,부산명지태양광발전 ,박종옥 
solar,95.0,"전남  고흥군  포두면  남촌리  996,  송산리  1636,  길두리 2625, 오취리 1148,1151, 옥강리   1489,1491",2019,고흥신에너지,박근수
solar,70.0,제주특별자치도  서귀포시 남원읍  수망리  산  178외 18필지,2019,제이원,김민규
solar,60.0,"전남  여수시  율촌면  신풍리  808-12외  전면  수면  및 율촌  2산단,  여수국가산단 사이  수로",2019,지에스건설,임병용
gas,24.0,전남  강진군  성전면  송학리  845-5(강진산단  內),2019,에스디에프씨,오형식
gas,30.0,전남  순천시  해룡면  해룡일반산업단지  BL  A3-6-2,2019,지엘,임상수
gas,30.0,전남  순천시  해룡면  해룡일반산업단지  BL  A3-6-1,2019,지엘홀딩스,우혁재
gas,30.0,전남  순천시  해룡면  해룡일반산업단지  BL  A3-5-3,2019,해룡그린파워,김진섭
gas,10.1,"강원도  횡성군  우천면  문암리  117,  118,  119-3,산37-12,산37-14",2019,빅솔라,강우순
gas,10.1,"강원도  횡성군  우천면  문암리  117,  118,  119-3,  산37-12,  산37-14",2019,앤피피,노승일
gas,10.1,"강원도  횡성군  우천면  문암리  117,  118,    119-3,산37-12,  산37-14",2019,코엠퓨얼셀,천병권
gas,10.0,전북  완주군  봉동읍  장구리  583-13 (완주테크노밸리  일반산업단지),2019,레나인터내셔널에너지,이종조
gas,39.9,"경기도  연천군  청산면  궁평리  618,  619번지",2019,연천백학그린에너지,이성경
solar,2100.0,"전북  새만금  방조제  내측 공유수면(02지구, 03지구, 04지구)",2019,한국수력원자력 ,정재훈 
wind,42.0,"전남  곡성군  오곡면  침곡리  산39,  송정리  산96  일원",2019,곡성그린풍력발전,장찬현
wind,36.0,"강원도  태백시  하사미동 산195-1,  조탄동  산55  일원",2019,태백가덕산풍력발전,홍동표
wind,200.0,경기도안산시단원구풍도리인 근 공 유 수 면,2019,서해그린파워 ,이수영 
solar,3.5,광주시  동구  용산동  1-1외 1필지,2019,빛고을메트로,정회걸
gas,99.4,"강원도  영월군  영월읍  팔괴리  1271,  1282,  1286번지",2019,영월그린에너지,박병일
gas,20.1,강원도  영월군  상동읍  천평리  249번지  일원,2019,영월파워,여운철
gas,10.2,강원도  영월군  상동읍  천평리  249번지  일원,2019,천평에너지,김리하
gas,20.1,강원도  영월군  상동읍  천평리  249번지  일원,2019,상동제일에너지,김화준
gas,20.0,충북  옥천군  옥천읍  옥천농공길  53-10,2019,옥천연료전지,이현호
gas,19.8,"충북  음성군  금왕읍  오선리  524-2,  534-2",2019,에스케이디앤디,함  스테판  윤성
gas,60.0,충북  충주시  대소원면  영평리  744,2019,에스케이디앤디,함  스테판  윤성
others,19.8,충북  진천군  초평면  은암리  산35-4    일원(은암일반산업단지),2019,영양윈드파워,정용수
others,19.8,전남  여수시  산단중앙로 141-4(화치동)(한화에너지 여수공장  內),2019,한화에너지,류두형
wind,42.0,"강원도  삼척시  하장면  어리  산65-2,  산105,  산104, 산122,  산122-3,  산93-1, 산94,    산85-1,  산104-4번지",2019,명진풍력발전,김재종
solar,204.0,전남  신안군  안좌면  내호리  및  구대리  일원,2019,안좌스마트팜앤쏠라시티,김창휘
wind,4.3,전남  영광군  백수읍  일원 공유수면,2019,전남개발공사,김철신
gas,19.8,전북  익산시  석암로  3길 80(팔봉동  837),2019,익산팔봉클린에너지,신효철
wind,22.5,"강원도  정선군  신동읍  가사리  산127,  산121-1",2019,지앤이파워,이상득
wind,24.0,"강원도  삼척시  도계읍  늑구리  산19-1,  산10-1",2019,백구풍력발전,"서종현, 박종태"
solar,14.0,전남  여수시  화양면  안포리  1898-18  앞  공유수면,2019,여수안포시에너지,이호혁
solar,25.0,전남  영광군  백수읍  하사리  1874-3번지외  12필지,2019,대한그린에너지,박근식
solar,9.9,"경북  안동시  임하면  신덕리  산93,  96,  97,  100-1, 100-2",2019,전국녹색연합,강향원
solar,9.8,"경북  안동시  임하면  신덕리  산93,  96,  97,  100-1, 100-2",2019,쏠라뱅크,강경원
solar,20.0,충남  당진시  석문면  삼화리  1431  일원,2019,한국농어촌공사,사장
solar,80.0,"충남  당진시  석문면  삼화리  1431,  통정리  1255일원",2019,석문호수상태양광,윤을진
solar,40.3,"경남  합천군  봉산면,  용주면  일원",2019,한국수자원공사,이학수
solar,8.0,"충남  태안군  안면읍  창기리 209-339, 209-354, 209-355, 209-361, 209-362,    209-387",2019,태안창기태양광발전,최재영
solar,7.9,경기도  광주시  초월읍  산수로  642-70(메가허브  곤지암  물류센터  지붕위),2019,와이케이에너지2호,이용규
bioenergy,6.0,전남  강진군  성전면  강진산단로2길  92,2019,스마트그린에너지,김재수
gas,19.8,경북  칠곡군  석적읍  중리 443-11,2019,태환에너지개발,송명건
gas,99.9,전남 강진군 성전면 송학 리  844(강진산업단지  內),2019,강진수소발전 ,한병인 
gas,34.8,전남  광양시  광양읍  초남리  762-4,2019,에이치에스에너지,김기열
gas,19.8,충북  괴산군  괴산읍  제월리  일원(괴산대제일반산업단지),2019,영양윈드파워,정용수
gas,99.0,경북  경주시  강동면  왕신리 261-1(강동일반산업단지  2BL),2019,강동그린에너지,윤석진
gas,49.8,경북  상주시  청리면  마공리  1241,2019,상주에너지,임윤철
gas,97.8,전남  여수시  묘도동  일원,2019,묘도연료전지발전,공용남
gas,20.0,경북  구미시  시미동  168번지,2019,구미연료전지발전,김무영
gas,39.9,충북  보은군  삼승면  우진리  551(보은  일반산업단지 내  10블록),2019,보은그린에너지,한경환
gas,8.0,경기도 파주시 도내리 608-4(서울도시가스  부지내),2019,한국동서발전,사장
gas,9.9,경기도 의왕시 이동 714번 지,2019,한국서부발전 ,사장 
gas,19.8,"충남  아산시  영인면  성내리  174-2,  175",2019,아산성내클린에너지,조준수
gas,19.8,충남  당진시  송산면  동곡리  377(송산2일반산업단지 內),2019,미래그린에너지,김태호
gas,9.9,"강원도  영월군  영월읍  정양리  540,  541-1,  541-2, 566,  567,  568,  569",2019,굿모닝에너지,오태근
gas,9.9,"강원도  영월군  영월읍  정양리  540,  541-1,  541-2, 566,  567,  568,  569",2019,마차퓨어셀,강우순
gas,9.9,"강원도  영월군  영월읍  정양리  540,  541-1,  541-2, 566,  567,  568,  569",2019,앤피피퓨어셀,노승일
gas,9.9,"강원도  영월군  영월읍  정양리  540,  541-1,  541-2, 566,  567,  568,  569",2019,영월퓨어셀,이승협
gas,9.9,"강원도  영월군  영월읍  정양리  540,  541-1,  541-2, 566,  567,  568,  569",2019,코엠연료전지,천병권
gas,19.8,"강원도  횡성군  횡성읍  조 곡리  296,  296-1,  296-2번지  일원",2019,우정에너지 ,조우진 
gas,30.0,전북  군산시  산단남북로 107(오식도동),2019,신산테크,김평옥
gas,5.3,전북  완주군  이서면  반교리  산126,2019,한국서부발전,김병숙
gas,19.8,전북 정읍시 하북동 857-8(2산단4길  7),2019,이도,최정훈
gas,20.0,울산시 북구 효암로 84-13,2019,대원에스앤피,공정식
gas,80.1,"광주시  광산구  연산동  평동3차 일반산업단지(산업8-1,  2,  3블록)",2019,광주그린에너지,김상호
gas,50.0,광주시  광산구  평동산단  1번로  121(장록동),2019,평동하이에너지,박재동
others,8.0,충남  당진시  석문면  장고항리  1421,2019,대성에코발전,김민정
solar,80.0,전남  강진군  신전면  사초리  사내호  일원,2019,강진햇빛발전소,차영옥
solar,20.0,전남  강진군  도암면  학장리  만덕호  일원,2019,만덕솔라에너지,정중근
wind,38.4,"강원도  고성군  현내면  마달리  산3,  산5,  산8,철통리 산61,  산63,  산86번지",2019,고성평화풍력,
solar,30.0,"전 북 군 산 시 옥 구 읍 어 은 리 태양광 1550,1550-1,1550-2,1551,1552,1566,1567,1568,1573-6,1573-119,1573-16,1573-136,                                 1573-26,      1573-35,1575",2019,에너지코 ,이종조 
others,49.8,전남  장흥군  장흥읍  삼산리  749-1번지  일원,2019,아이티에너지,김동석
others,49.8,전남  장흥군  장흥읍  삼산리  749-1번지  일원,2019,아이티에너지,김동석
others,9.9,전남  광양시  광양국가산업단지  명당3지구  A6-④(구지번 :  태인동  1608-22번지  외  6필지),2019,지투그린파워,한민관
others,9.9,전남광양시광양국가산업단지명당3지구A6-④(구지번:태인동1608-22번지외6필지),2019,지투그린파워,한민관
others,99.0,전남 목포시 대양동 1181-3(대양산업단지  내),2019,우앤장홀딩스,"장 동 일 ,우혁재"
others,20.0,충남  당진시  석문면  통정리  1414,2019,지엔씨에너지,안병철
others,30.0,광주시 광산구 연산동 686-1번지  일원(평동3차산업단지  내),2019,광주연료전지발전,차남두
others,39.9,"광주시 광산구 연산동 292-1일원(평동3차  일반산업단지  산업7-5,  8,  9블록)",2019,다스코에너지,한상원
others,60.0,"광주시 광산구 연산동 292-1번지 일원(평동3차 일반산업단지  산업7-6,  7, 10,  11블록)",2019,평동그린에너지,마채구
others,90.0,경북  구미시  산동면  국가5산업단지(하이테크밸리)  내,2019,케이제이그린에너지,김학봉
others,40.0,"전북  군산시  옥구읍  어은리  1550,1551,1552",2019,삼양마에너지,이종조
gas,8.0,"전북  군산시  외항로  864(소룡동  1648,  군산국가산업단지내)",2019,소룡연료전지,김낙서
gas,20.0,강원도  춘천시  동산면  봉명리  1098번지(동춘천산업단지  2-1구역),2019,춘천그린파워,김용철
gas,19.8,경남  밀양시  하남읍  양동리  834-1,2020,밀양수소발전,박인호
gas,39.6,경남  밀양시  하남읍  양동리  836-1,2020,밀양연료전지발전,신진욱
wind,37.8,강원도  홍천군  내촌면  와야리  산12-1번지,2020,씨에스에너지,이상업
wind,60.0,전남  순천시  송광면  우산리  산127외  5필지,2020,송광풍력,이동규
wind,70.0,"경북  포항시  북구  청하면(신흥리  산97,  산104-3),금장리(산9,  산  77,  산82,  산91,  산102)",2020,에스에이치파워,김성훈
wind,65.0,전남  해남군  화원면  매월리  산71-2번지  일원,2020,지에스이앤알,정찬수
solar,200.0,전남  신안군  비금면  일원,2020,비금주민태양광발전,곽정민
solar,66.0,전남  신안군  비금면  덕산리  1-25번지  외  43필지,2020,비금그린에너지,원승재
solar,3.5,전남  신안군  비금면  지당리  1310-1번지  외  4필지,2020,비금그린에너지,원승재
solar,8.5,전남  신안군  비금면  지당리  700-33번지  외  5필지,2020,비금그린에너지,원승재
solar,9.0,전남  신안군  비금면  가산리  213-40번지  외  6필지,2020,비금그린에너지,원승재
solar,4.0,전남  신안군  비금면  가산리  375-1번지  외  1필지,2020,비금그린에너지,원승재
gas,20.0,"충남  아산시  둔포면  염작리  92-10,  92-28",2020,아산테크노그린에너지,최성달
others,20.0,충남  서산시  무장리  1737(서산오토밸리산업단지  內),2020,서산엑스연료전지1호,이다은
others,20.0,충남  서산시  무장리  1738(서산오토밸리산업단지  內),2020,서산연료전지,이창훈
others,60.0,전남  목포시  대양동  1181일원(대양 일반산업단지 52블록),2020,대양에프씨에너지,강종연
gas,40.0,경남  고성군  율대리  686-5,2020,청우E&S,민병원
gas,19.8,"전북  군산시  산북동  1980, 1980-1",2020,군산엑스연료전지1호,조희송
wind,19.2,강원도  삼척시  도계읍  구사리  산53  일원,2020,구사풍력발전,노광철
wind,19.2,강원도  태백시  통동  산67-1  일원,2020,메카그린에너지,노광철
solar,14.7,전남  신안군  안좌면  한운리  산  223-1  일원,2020,케이에스피1호,이슬기
others,15.0,전남  여수시  여수산단로 1203  일원(여수국가산업단지  內),2020,한국동서발전,한국동서발전 대표
others,19.8,"전남  영암군  삼호읍  삼포리  353-2,  353-4번지",2020,삼포혁신밸리,이수영
others,9.0,전남  순천시  해룡면  순천해룡산단(2단계)10A-2블록,2020,주만에너지,김성희
others,100.3,경북  경주시  강동면  왕신리  산64  일원(강동일반산업단지  20블럭),2020,진성이티에스,이완수
others,40.0,경북  경주시  안강읍  노당리  351번지  외  17필지,2020,경주노당그린에너지,라윤권
gas,20.0,"충남  아산시  둔포면  염작리  92-10,  92-28",2020,아산테크노그린에너지,최성달
gas,40.0,충북  단양군  적성면  대가리  산6-1,2020,디에스에너지이호,위재성
gas,25.0,"강원도  영월군  상동읍  천평리 168, 169, 169-3, 169-4,  170,  170-3,  171번 지",2020,더윈에너지 ,조용기 
gas,29.7,강원도  춘천시  신북읍  지내리  625번지,2020,춘천그린에너지,유수미
gas,19.8,경남  함안군  가야읍  사내리  사내일반산업단지內,2020,사내그린에너지,이현진
gas,19.8,경기도  파주시  탄현면  낙하리  55-24,2020,파주에코그린에너지,김기호
wind,16.0,전남신안군지도읍어의리어의도앞해상,2020,천사어의풍력발전,이도명
wind,10.0,전남영광군염산면두우리공유수면일원,2020,야월 2 해상 풍력발전 ,류지윤 
wind,4.2,강원도  영월군  상동읍  구래리  산1-35번지  일원,2020,구래주민풍력,김석면
wind,71.4,강원도  양양군  서면  내현리  산112-1  일원,2020,케이그리드,김재학
solar,4.3,경기도  평택시  포승읍  만호리  349-5일원,2020,한국서부발전,사장
others,8.5,경북 상주시 선상서로 2389-66(거동동),2020,상주연탄,"이 기 영 ,이수형"
wind,96.0,전남해남군화원면매월리인근공유수면,2020,매월해상풍력,김인배
solar,30.0,"충남  태안군  이원면  포지리  1249,  관리  1570",2020,이원신재생에너지복지마을,김철웅
gas,495.0,경기도  김포시  양촌읍  학운리  3379,2020,"청라에너지(주), 한국서부발전(주), GS에너지(주)   컨소시엄",
wind,96.0,부산사하구다대동산145지선남쪽해상,2020,부산해상풍력발전,"이지민,최우진"
